,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,Final Region,p1_z,p2_z,p3_z,rating
520,DL Hemp ,2006,22,22,3,641,102,33,912,70,1,4,4,BMUDA,0.014550900496517572,0.008503401360544217,2.0399668750979467,0.19448337342573252
456,Aminul Islam ,1988,39,39,5,794,70,23,1403,56,0,3,5,BDESH,0.028231301594644397,0.0,2.021508516477716,0.19412345918958976
625,S Lee ,1995,45,35,8,477,47,17,500,95,0,0,3,AUS,0.008610599709022513,0.0,2.06019832728022,0.19407192953446456
607,GP Swann ,2000,79,48,12,500,34,13,553,90,0,0,3,ENG,0.012909959631114175,0.0,2.0458771869714196,0.19353734267470749
570,RJ Peterson ,2002,79,41,14,556,68,20,688,80,0,1,4,SA,0.02471011886550717,0.0,2.022235939477528,0.19353351909705546
619,SR Patel ,2008,36,22,7,482,70,32,517,93,0,1,1,ENG,0.0133312343730278,0.0,2.037966461848464,0.1928770357569448
657,Shafiqullah ,2009,24,21,2,430,56,22,408,105,0,2,4,AFG,0.004753051039380426,0.0,2.052696777594658,0.19265039478368162
494,J Mubarak ,2002,40,37,6,704,72,22,1115,63,0,4,1,SL,0.022025407549814347,0.0,2.016416555479031,0.1924882640275123
531,DN Patel ,1987,75,63,10,623,71,11,868,71,0,1,6,NZ,0.016266942367939238,0.0,2.0110063469179296,0.19090693561963648
550,RJ Nicol ,2011,22,21,2,586,146,30,776,75,2,2,2,NZ,0.01125548124531264,0.008503401360544217,1.9981400526087534,0.1899602095816339
587,Naved-ul-Hasan ,2003,74,51,18,524,33,15,620,84,0,0,4,PAK,0.015630310541324553,0.0,2.001140672482978,0.1898663392547924
448,JR Ratnayeke ,1982,78,69,14,824,50,14,1571,52,0,1,4,SL,0.038990315000049645,0.0,1.9480387934966978,0.18927014680431298
579,AP Kuiper ,1991,25,23,7,539,63,33,662,81,0,3,0,SA,0.012071047780319087,0.0,1.9849100467996716,0.1876850683226712
620,CD Wallace ,2012,28,24,1,482,58,20,527,91,0,4,1,SCOT,0.006551883596774402,0.0,1.9941392261097874,0.18751605814259442
549,FDM Karunaratne ,2011,28,24,2,586,97,26,801,73,0,4,3,SL,0.012945875501558228,0.0,1.9448563178725202,0.1841067128895656
645,WIA Fernando ,2016,15,15,0,447,104,29,464,96,1,2,2,SL,0.004337163678033415,0.004251700680272108,1.9509484854959458,0.1836631836654522
566,HG Munsey ,2017,25,25,3,562,61,25,732,76,0,2,3,SCOT,0.010111698909632854,0.0,1.941855697998295,0.18329685994130868
563,SL Malinga ,2004,226,119,36,567,56,6,761,74,0,1,26,SL,0.02365267275685635,0.0,1.9075758891321521,0.1826244378387147
495,PA Wallace ,1991,33,33,0,701,103,21,1151,60,1,2,4,WI,0.01780764111801353,0.004251700680272108,1.9122132107559537,0.18256136172560503
476,G Fowler ,1983,26,26,2,744,81,31,1321,56,0,4,2,ENG,0.02357036555375541,0.0,1.8942094915106054,0.18136037462036572
521,CEL Ambrose ,1988,176,96,36,639,31,10,985,64,0,0,13,WI,0.03968588569098277,0.0,1.8592931875196266,0.18110951806295048
525,DLS van Bunge ,2002,37,31,1,633,80,21,953,66,0,3,2,NL,0.01658733035069527,0.0,1.8993923803842663,0.18053985234956324
533,GRJ Matthews ,1984,59,50,13,619,54,16,911,67,0,1,5,AUS,0.019463823205361778,0.0,1.885525879450349,0.17978189011097542
530,DJ Nash ,1992,81,53,13,624,42,15,940,66,0,0,3,NZ,0.025969937090313887,0.0,1.8723868015162435,0.17977003980543432
665,AR Adams ,2001,42,34,10,419,45,17,417,100,0,0,1,NZ,0.006691610146598086,0.0,1.9049389807578332,0.17920910352588984
528,GR Larsen ,1990,121,70,27,629,37,14,970,64,0,0,6,NZ,0.03751827081770878,0.0,1.8301962675271441,0.17798629633284052
554,R Mutumbami ,2014,33,31,2,582,74,20,814,71,0,3,3,ZIM,0.011994058888803123,0.0,1.8786608248896226,0.17774491227441414
638,C Sharma ,1983,65,35,16,456,101,24,504,90,1,0,3,INDIA,0.01782311256989712,0.0,1.8658399945179351,0.1776362910281672
575,TJ Friend ,2000,51,39,5,548,91,16,724,75,0,3,5,ZIM,0.013334918052047697,0.0,1.8685678307672302,0.17705255303953726
601,AN Petersen ,2006,21,19,1,504,80,28,610,82,0,4,0,SA,0.007864654707492218,0.0,1.878933608514552,0.1769988601601273
568,Mominul Haque ,2012,28,26,1,557,60,22,749,74,0,3,1,BDESH,0.010243068112680135,0.0,1.8739325753908445,0.17697604647717896
542,RIC Holder ,1993,37,31,6,599,65,23,876,68,0,2,4,WI,0.016699222100924817,0.0,1.8518371017715531,0.17611815780682183
535,GJ Rennie ,1996,40,37,6,617,76,19,928,66,0,2,5,ZIM,0.015831715691737733,0.0,1.8513824623966701,0.17591360113413557
555,JL Carter ,2015,33,28,3,581,54,23,822,70,0,3,1,WI,0.013928727110056008,0.0,1.849018337647281,0.17533719200336392
556,GH Dockrell ,2010,87,57,22,579,62,16,835,69,0,2,5,IRE,0.02645249904192113,0.0,1.8163297665932265,0.1746233694598701
539,D Gough ,1994,159,87,38,609,46,12,947,64,0,0,10,ENG,0.041338061777396864,0.0,1.7720024275421795,0.17326353220990703
648,MK Pandey ,2015,23,18,6,440,104,36,479,91,1,2,2,INDIA,0.008734187140140248,0.004251700680272108,1.8203760570296814,0.17228668258913266
599,WD Parnell ,2009,65,38,14,508,56,21,648,78,0,1,3,SA,0.020051001641134263,0.0,1.8014630590345677,0.1720384738922284
536,SFAF Bacchus ,1978,29,26,3,612,80,26,928,65,0,3,2,WI,0.015553966293637074,0.0,1.8085554332827354,0.1718608179618391
614,AC Cummins ,1991,76,49,13,486,44,13,586,82,0,0,4,CAN,0.013154187550133721,0.0,1.8118288367818893,0.17171824509902403
594,Dawlat Zadran ,2011,82,56,27,513,47,17,664,77,0,0,7,AFG,0.021050567943184852,0.0,1.7958709947235125,0.1717028232544574
584,SCJ Broad ,2006,121,68,25,529,45,12,709,74,0,0,8,ENG,0.023505555825998992,0.0,1.7797312969151824,0.17065374587891807
586,B Kumar ,2012,114,52,15,526,53,14,703,74,0,1,8,INDIA,0.025604930545429283,0.0,1.7696383027927902,0.17010310725047534
532,RR Patel ,2008,39,35,4,621,92,20,978,63,0,2,3,KENYA,0.017112530886957897,0.0,1.7786856263529525,0.1693615905679015
588,Amjad Ali ,2008,17,17,0,520,98,30,680,76,0,3,0,UAE,0.007514705200601466,0.0,1.796734809535789,0.16925448784218833
565,KS More ,1984,94,65,22,563,42,13,808,69,0,0,5,INDIA,0.02249051807206481,0.0,1.7661375796061942,0.16919417568635656
663,S Prasanna ,2011,40,37,3,421,95,12,445,94,0,2,7,SL,0.004794768704280824,0.0,1.7991898621601552,0.16897564678926646
590,Mudassar Bukhari ,2007,46,34,4,516,71,17,671,76,0,2,4,NL,0.0118180481006334,0.0,1.7829137725393598,0.16876736466608278
561,BJ Watling ,2010,28,25,2,573,96,24,838,68,0,5,3,NZ,0.012502038225647705,0.0,1.7714568602923202,0.16782485956567397
618,AA Mulla ,2006,24,24,0,482,58,20,595,81,0,1,2,CAN,0.006301393423421021,0.0,1.775003047416404,0.16699761846078165
460,S Wettimuny ,1982,35,33,1,786,86,24,1636,48,0,4,1,SL,0.03073514427045999,0.0,1.7152634335568386,0.1659819488962307
527,RMH Binny ,1980,72,49,10,629,57,16,1046,60,0,1,4,INDIA,0.027357210609209242,0.0,1.7158090008066975,0.16540178446502346
516,S Ramesh ,1999,24,24,1,646,82,28,1092,59,0,6,3,INDIA,0.016190874396178244,0.0,1.7328125134273042,0.16490393590196215
559,MJR Rindel ,1994,22,22,1,575,106,27,860,66,1,2,1,SA,0.011226472273030903,0.004251700680272108,1.7253564276792308,0.1638756334881924
572,JN Mohammed ,2011,28,24,1,551,91,23,795,69,0,4,2,WI,0.011366336960817833,0.0,1.7284934393659204,0.1635990354808196
660,AK Sharma ,1988,31,27,6,424,59,20,469,90,0,3,2,INDIA,0.0064786704762538365,0.0,1.734903854551764,0.1632846858376521
627,Karim Sadiq ,2009,24,22,2,475,114,23,587,80,2,0,3,AFG,0.0071491691268577495,0.0,1.7276296245536436,0.16273040496030955
605,JE Emburey ,1980,61,45,10,501,34,14,664,75,0,0,3,ENG,0.012841305063380739,0.0,1.7083074511211356,0.1619888484993727
585,NN Odhiambo ,2006,69,53,9,528,66,12,737,71,0,1,9,KENYA,0.013845844332108198,0.0,1.7043520885596577,0.16180702721045637
655,CJ McDermott ,1985,138,78,17,432,37,7,492,87,0,0,15,AUS,0.010862893153766505,0.0,1.70871662655853,0.16165742821669798
632,H Patel ,2009,23,23,1,468,62,21,584,80,0,2,3,CAN,0.006211787931261888,0.0,1.7021698195602213,0.16017681760486904
473,J Dyson ,1980,29,27,4,755,79,32,1553,48,0,4,1,AUS,0.03203621970028962,0.0,1.647613094574317,0.15990516603196803
630,AJ Bichel ,1997,67,36,13,471,64,20,600,78,0,1,5,AUS,0.01823421114851826,0.0,1.6702541354434672,0.15944152623188726
491,Saqlain Mushtaq ,1995,169,98,38,711,37,11,1434,49,0,0,13,PAK,0.061011670502942095,0.0,1.5839181181532733,0.15936855622901094
524,JF Reid ,1980,25,24,1,633,88,27,1084,58,0,4,0,NZ,0.016172087633176745,0.0,1.6691630009437493,0.15895430680227499
518,Qasim Umar ,1983,31,31,3,642,69,22,1125,57,0,4,3,PAK,0.01709457295173587,0.0,1.6637073284451585,0.15861699608182395
596,JG Bracewell ,1983,53,43,12,512,43,16,717,71,0,0,6,NZ,0.013734228857805147,0.0,1.6527050555730014,0.1569613222009451
611,Mohammad Mithun ,2014,24,21,2,493,63,25,659,74,0,4,1,BDESH,0.008723987953853892,0.0,1.6586153674464745,0.15657735131801181
635,ALF de Mel ,1982,57,41,9,466,36,14,595,78,0,0,6,SL,0.010739766182526261,0.0,1.6525231998230483,0.15638484962065013
715,SW Ambris ,2017,9,8,2,361,148,60,354,101,1,1,0,WI,0.003912067119136646,0.002125850340136054,1.657660624759221,0.15588699751932225
674,EA Brandes ,1987,59,41,10,404,55,13,448,90,0,2,3,ZIM,0.007776983146818537,0.0,1.6530687670729074,0.1558822516914528
616,MRJ Veletta ,1987,20,19,4,484,68,32,642,75,0,2,2,AUS,0.008986703336954577,0.0,1.6503409308236123,0.1558534414388329
595,KD Walters ,1971,28,24,6,513,59,28,732,70,0,2,1,AUS,0.012740740626137398,0.0,1.632609995203193,0.15489842472588838
730,RR Pant ,2018,15,13,0,346,71,26,328,105,0,1,1,INDIA,0.0027487612846513795,0.0,1.6517048489482598,0.15481536480051444
689,T Thushara ,2008,38,27,6,392,54,18,424,92,0,1,4,SL,0.00650132510222624,0.0,1.6396114415763843,0.15438672903854805
578,XM Marshall ,2005,33,33,3,542,157,18,810,66,1,1,6,USA,0.01074160802203621,0.002125850340136054,1.626335971829814,0.15423668498965434
603,PR Reiffel ,1992,92,57,21,503,58,13,709,70,0,1,5,AUS,0.01931046704316445,0.0,1.6007852389614154,0.15315284910205798
486,CJ Tavare ,1980,29,28,2,720,83,27,1471,48,0,4,1,ENG,0.02560331893585808,0.0,1.5712336795940505,0.15156790379530496
631,L Siaka ,2014,25,25,0,471,109,18,626,75,1,1,4,PNG,0.006226154279439507,0.002125850340136054,1.6060135917725646,0.15149450938269077
541,RW Chakabva ,2008,38,35,2,599,78,18,1017,58,0,1,2,ZIM,0.015593980256990766,0.0,1.579508116216913,0.15047076023280254
613,JWM Dalrymple ,2006,27,26,1,487,67,19,672,72,0,2,2,ENG,0.0076428972304940805,0.0,1.5941475040881303,0.15035279186138706
562,C White ,1994,51,41,5,568,57,15,928,61,0,1,9,ENG,0.016024003736576656,0.0,1.575234506093017,0.15015186615221274
583,IS Billcliff ,2003,19,19,0,529,93,27,793,66,0,4,0,CAN,0.00887301579320283,0.0,1.5873279134648923,0.14994554232224874
642,MD Dai ,2014,18,18,2,454,76,28,585,77,0,3,1,PNG,0.006410982874263125,0.0,1.5893283267143756,0.1496724155455787
543,RT Robinson ,1984,26,26,0,597,83,22,1026,58,0,3,2,ENG,0.01299187544331926,0.0,1.5742342994682754,0.14949190604838486
615,R McLaren ,2009,54,41,15,485,71,18,680,71,0,1,3,SA,0.014935476586195415,0.0,1.5655506874080187,0.1490438268386667
683,Sohail Tanvir ,2007,62,40,11,399,59,13,458,87,0,1,3,PAK,0.008361813237215836,0.0,1.5781896620297533,0.14899633673517637
641,RR Hendricks ,2018,18,18,1,455,102,26,591,76,1,2,1,SA,0.00601411250585636,0.004251700680272108,1.5721429583438156,0.14858860135465213
581,MC Snedden ,1980,93,54,19,535,64,15,843,63,0,1,4,NZ,0.026783569693834892,0.0,1.5323620130415936,0.148157041349313
675,ID Blackwell ,2002,34,29,2,403,82,14,465,86,0,1,6,ENG,0.00494602977403558,0.0,1.5756891454678994,0.14812453620290117
534,WV Raman ,1988,27,27,1,617,114,23,1109,55,1,3,6,INDIA,0.015268435123606866,0.0063775510204081625,1.542818718663892,0.1478761061423219
564,RM Haq ,2006,54,40,6,566,71,16,931,60,0,3,6,SCOT,0.018176377387905788,0.0,1.5439553171010982,0.14763192163476133
560,Tushar Imran ,2001,41,40,0,574,65,14,970,59,0,2,8,BDESH,0.012506090272569595,0.0,1.5396817069772024,0.14617324906195941
511,UC Hathurusingha ,1992,35,33,1,669,66,20,1318,50,0,4,3,SL,0.020634128029984856,0.0,1.5207687089820887,0.14592504013461216
589,LK Germon ,1994,37,31,5,519,89,19,787,65,0,3,2,NZ,0.012393461786536072,0.0,1.5337259311662412,0.1455958187724576
571,GS Blewett ,1995,32,30,3,551,57,20,889,61,0,2,3,AUS,0.012689813763687241,0.0,1.528088402917698,0.14512453275036954
609,JJ Tucker ,2006,26,26,1,496,52,19,726,68,0,1,1,BMUDA,0.007939479437583994,0.0,1.5334076836038233,0.14473390869957936
552,RT Latham ,1990,33,33,4,583,60,20,1008,57,0,1,3,NZ,0.0148525938082476,0.0,1.510812106672161,0.1439146787355851
664,SMA Priyanjan ,2013,23,20,2,420,74,23,522,80,0,2,0,SL,0.006081109418030841,0.0,1.5275882996053272,0.14384304675837153
580,P Willey ,1977,26,24,1,538,64,23,855,62,0,5,3,ENG,0.011318679363497841,0.0,1.516495098858193,0.14378530769248188
546,W Larkins ,1979,25,24,0,591,124,24,1047,56,1,0,3,ENG,0.01388452296181718,0.0,1.504674475111247,0.14316042918038138
650,RL Chase ,2017,25,18,2,438,94,27,575,76,0,2,2,WI,0.008578367517598363,0.0,1.5134035511089916,0.14298449792321044
610,DJ Callaghan ,1992,29,25,6,493,169,25,726,67,1,0,2,SA,0.011700285486965886,0.0,1.5017193191745106,0.14247625770752126
593,PK Amre ,1991,37,30,5,513,84,20,799,64,0,2,1,INDIA,0.013244667916060082,0.0,1.4926719956143482,0.1419196108821329
793,Tanwir Afzal ,2014,20,19,3,292,73,18,255,114,0,1,3,HKG,0.0020078352957857036,0.0,1.5134035511089916,0.1417568634950483
608,JH Davey ,2010,31,28,6,497,64,22,742,66,0,2,2,SCOT,0.011274820560167126,0.0,1.4913080774897003,0.1414241489095065
624,BG Rogers ,2002,15,15,0,478,84,31,689,69,0,5,2,ZIM,0.0068844737662838665,0.0,1.499491586237586,0.14136836007500536
653,PL Taylor ,1987,83,47,25,437,54,19,583,74,0,1,4,AUS,0.020912107658024263,0.0,1.4702128104951506,0.14125406031641377
637,Umar Gul ,2003,130,65,18,457,39,9,642,71,0,0,10,PAK,0.017160464760204375,0.0,1.4751683796813702,0.1410160533698424
734,DNT Zoysa ,1997,95,47,21,343,47,13,358,95,0,0,5,SL,0.010072007268193404,0.0,1.4814424030547493,0.14027776752816803
617,CS Baugh ,2003,47,35,11,482,49,20,719,67,0,0,2,WI,0.01522924998803265,0.0,1.4682123972456675,0.1400054004610372
669,Usman Ghani ,2014,15,15,0,411,118,27,520,79,1,2,2,AFG,0.004525399675950442,0.004251700680272108,1.4761685863061123,0.13934455311920393
741,NM Hauritz ,2002,58,32,17,336,53,22,349,96,0,1,0,AUS,0.010075921177152048,0.0,1.466484767621114,0.1388811608375769
629,CA Best ,1986,24,23,4,473,100,24,690,68,1,2,2,WI,0.008768997906878327,0.004251700680272108,1.4623020853721946,0.13884202005593496
676,F Mutizwa ,2009,17,15,2,403,79,31,502,80,0,4,2,ZIM,0.00573254129077255,0.0,1.465757344621302,0.13800169061397372
636,AO Malhotra ,1982,20,19,4,457,65,30,645,70,0,1,0,INDIA,0.008464403697920123,0.0,1.454391360249238,0.13745030323830484
544,BM Laird ,1979,23,23,3,594,117,29,1105,53,1,2,0,AUS,0.016230980451507438,0.004251700680272108,1.4312956800052052,0.13733960315062999
718,Hazratullah Zazai ,2018,16,16,0,361,67,22,409,88,0,2,1,AFG,0.0031074134832266543,0.0,1.444298366126846,0.13550652171168365
597,DP Viljoen ,1997,53,43,7,512,63,14,827,61,0,2,5,ZIM,0.013861131600040797,0.0,1.419929695633142,0.13523922603713803
812,Hasan Ali ,2016,53,29,9,280,59,14,247,113,0,2,3,PAK,0.004139902666517626,0.0,1.4384789821283495,0.1351557862266857
569,Aamer Malik ,1988,24,23,1,556,90,25,989,56,0,5,1,PAK,0.013092601041519727,0.0,1.4155651576342696,0.1346879003597556
678,RG de Alwis ,1983,31,27,8,401,59,21,512,78,0,2,2,SL,0.0074262969041238,0.0,1.4220210367576016,0.13423231773714256
755,RP Snell ,1991,42,28,8,322,63,16,330,97,0,2,1,SA,0.004984017713928325,0.0,1.4200206235081185,0.13358912568477777
592,KM Dabengwa ,2005,37,34,7,514,45,19,851,60,0,0,4,ZIM,0.013401316366381444,0.0,1.4021078321377465,0.133488401107961
606,Ghulam Shabber ,2017,23,23,0,500,90,21,800,62,0,4,2,UAE,0.008509298535975188,0.0,1.409382062135867,0.13325393579103523
728,MA Starc ,2010,85,46,18,348,52,12,389,89,0,1,7,AUS,0.009027592174075495,0.0,1.4081090718861962,0.133231851093833
719,WK McCallan ,2006,39,28,10,361,50,20,419,86,0,1,5,IRE,0.007331442169361308,0.0,1.4114734032603269,0.1332292382720371
612,Naimur Rahman ,1995,29,27,2,488,47,19,771,63,0,0,3,BDESH,0.00944338744344701,0.0,1.397743294138874,0.1323411700906307
545,Mansoor Akhtar ,1980,41,35,1,593,47,17,1148,51,0,0,1,PAK,0.01797266993810517,0.0,1.374965861457259,0.13180691512983292
671,CB Lambert ,1990,12,12,0,407,119,33,540,75,1,2,1,USA,0.004512967259258269,0.004251700680272108,1.3877866918289465,0.13108561931079965
640,R Gunasekera ,2008,19,19,0,455,72,23,677,67,0,6,3,CAN,0.006452838677126769,0.0,1.3859681343294166,0.1306823856807391
703,CC Lewis ,1990,53,40,14,374,33,14,459,81,0,0,6,ENG,0.0076931794491157494,0.0,1.3772845222691599,0.13010290971134947
732,Ashfaq Ahmed ,2018,16,16,0,344,92,21,387,88,0,2,1,UAE,0.002806618068257726,0.0,1.3762843156444182,0.12909646840535904
582,Athar Ali Khan ,1988,19,19,1,532,82,29,945,56,0,3,3,BDESH,0.011357012648298703,0.0,1.3544616256500566,0.12865534979922197
681,WS Jayantha ,2004,17,17,2,400,74,26,530,75,0,2,2,SL,0.005076109689425894,0.0,1.3639181246476133,0.12836525292757295
622,TN de Grooth ,2006,34,32,4,480,97,17,774,62,0,1,1,NL,0.009996906262175136,0.0,1.3530067796504324,0.12826531701991878
711,SP Narine ,2011,65,45,12,363,36,11,441,82,0,0,8,WI,0.0071478107702191585,0.0,1.3532795632753618,0.1277584770383279
686,IA Karim ,2011,9,9,0,396,112,44,522,75,2,1,0,KENYA,0.004230336986456237,0.004251700680272108,1.3502789434011373,0.12752884985730523
576,T Duffin ,2006,23,23,0,546,88,23,993,54,0,3,1,ZIM,0.011568087456139128,0.0,1.3404587329036746,0.12738664071566191
710,Mohammad Amir ,2009,61,30,10,363,73,18,444,81,0,2,5,PAK,0.01103998602264833,0.0,1.3367761539671257,0.12694394509427454
777,LE Bosman ,2006,14,12,0,301,88,25,305,98,0,2,2,SA,0.002282154267799082,0.0,1.34109522802851,0.12571112353628192
646,TE Blain ,1986,38,38,11,442,49,16,662,66,0,0,6,NZ,0.009022803391349622,0.0,1.3262739844073392,0.1255859462281482
658,DR Pringle ,1982,44,30,12,425,49,23,616,68,0,0,1,ENG,0.014026160420132433,0.0,1.3139077934105339,0.12536552457695765
667,CO Browne ,1995,46,32,8,415,46,17,590,70,0,0,3,WI,0.010391428285206714,0.0,1.3207273840337719,0.1253234975113973
688,Shoaib Akhtar ,1998,163,84,40,394,43,8,538,73,0,0,11,PAK,0.01605273643293189,0.0,1.3076337700371552,0.12515805141991246
695,Mehidy Hasan Miraz ,2017,38,24,4,381,51,19,498,76,0,1,0,BDESH,0.008060212017461306,0.0,1.3164537739098763,0.12448869499846157
656,CJO Smith ,2006,27,26,4,432,59,19,640,67,0,2,3,SCOT,0.007278949743327694,0.0,1.3159082066600176,0.12429175767422822
723,AD Brown ,1996,16,16,0,354,118,22,427,82,1,1,2,ENG,0.003244170066840541,0.002125850340136054,1.3197271774090307,0.12419256340303644
814,CL King ,1976,18,14,2,280,86,23,267,104,0,1,2,WI,0.0024035314915048754,0.0,1.3239098596579502,0.12412834945855444
659,MN van Wyk ,2003,17,17,1,425,82,26,617,68,0,4,2,SA,0.00590935788372788,0.0,1.3139077934105339,0.12384898590034871
623,DA Minors ,2006,20,20,2,478,68,26,791,60,0,3,1,BMUDA,0.00899632694839407,0.0,1.303905727163118,0.12349136328207944
651,JP Maher ,1998,26,20,3,438,95,25,673,65,0,1,1,AUS,0.00968404679841603,0.0,1.294358300290585,0.12272793861108075
577,Mohammad Wasim ,1996,25,25,2,543,76,23,1043,52,0,3,4,PAK,0.013255166401266805,0.0,1.2837197389183337,0.12240131320854837
700,GF Lawson ,1980,79,52,18,378,33,11,500,75,0,0,9,AUS,0.009876864372114057,0.0,1.2889026277919944,0.12225429719252626
744,SS Pathirana ,2015,18,14,1,332,56,25,383,86,0,1,0,SL,0.003747567827904117,0.0,1.298086343164622,0.12196704300832459
602,Taufeeq Umar ,2001,22,22,1,504,81,24,895,56,0,3,0,PAK,0.010385212076860627,0.0,1.2831741716684746,0.12181412587348164
738,CM Old ,1973,32,25,7,338,51,18,401,84,0,1,4,ENG,0.005151579063346149,0.0,1.2908121131665014,0.12154981119675605
868,JD Campbell ,2019,6,5,0,248,179,49,214,115,1,0,0,WI,0.0012070955688343603,0.0,1.2966314971649977,0.12135647135415735
661,RC Russell ,1987,40,31,7,423,50,17,638,66,0,1,0,ENG,0.00973858827090446,0.0,1.269262206797069,0.1203936593342511
757,Anwar Ali ,2013,22,16,5,321,43,29,367,87,0,0,0,PAK,0.00514570819990818,0.0,1.2696713822344632,0.11957375333719367
639,GEF Barnett ,2006,22,22,0,455,77,20,745,61,0,1,1,CAN,0.007203894783297178,0.0,1.2618515849864838,0.11922778053387385
713,R Rampaul ,2003,92,40,11,362,86,12,472,76,0,1,3,WI,0.01186660359471449,0.0,1.250803848176838,0.1190668819750787
699,U Bhatti ,2006,36,30,8,378,46,17,513,73,0,0,2,CAN,0.007027423535249963,0.0,1.2545318910508747,0.11851100506422005
691,Mirwais Ashraf ,2009,46,38,11,387,52,14,543,71,0,1,3,AFG,0.007875935974490671,0.0,1.249212610364749,0.11817261497746938
654,DN Chudasama ,1996,20,19,0,434,122,22,685,63,1,1,2,KENYA,0.006592173836054587,0.002125850340136054,1.2430749788038347,0.11765727632754276
798,SMSM Senanayake ,2012,49,33,11,290,42,13,311,93,0,0,6,SL,0.00446793428323996,0.0,1.2261623940582043,0.11538252139816932
692,AF Giles ,1997,62,35,13,385,41,17,551,69,0,0,2,ENG,0.013155039400907075,0.0,1.2077494993754616,0.11528548779840991
677,JP Bray ,2006,15,15,1,401,116,28,594,67,2,0,2,IRE,0.00536085807766437,0.0,1.2214796084969144,0.11511189029317205
825,JW Hastings ,2010,29,21,11,271,51,27,273,99,0,1,1,AUS,0.004751669659747965,0.0,1.2197519788723605,0.11483667522426541
717,DG Brownlie ,2012,16,15,1,361,63,25,486,74,0,1,0,NZ,0.004195940633607897,0.0,1.2145236260612113,0.11424441193255333
668,Farhad Reza ,2006,34,31,6,412,50,16,636,64,0,1,2,BDESH,0.007731305526971745,0.0,1.1987931036902757,0.11343541662150194
748,Adnan Mufti ,2017,18,16,4,330,57,27,409,80,0,1,0,UAE,0.004322129663033436,0.0,1.2002479496899,0.11293435947229652
