,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Region,Region1,Region2,Final Region,p1_z,p2_z,p3_z,rating
1976,Vinod Kumar ,3,0,0,0,0,0,0,0,0,0,0,0,,ESP,,ESP,0.0,0.0,0.0,0.0
1977,J Vira ,14,0,0,0,0,0,0,0,0,0,0,0,,VAN,,VAN,0.0,0.0,0.0,0.0
1978,TP Visee ,27,0,0,0,0,0,0,0,0,0,0,0,,NL,,NL,0.0,0.0,0.0,0.0
1979,Vishal Ahir ,1,0,0,0,0,0,0,0,0,0,0,0,,PNM,,PNM,0.0,0.0,0.0,0.0
1980,R Vishwanath ,2,0,0,0,0,0,0,0,0,0,0,0,,LUX,,LUX,0.0,0.0,0.0,0.0
1981,KDK Vithanage ,3,0,0,0,0,0,0,0,0,0,0,0,,SL,,SL,0.0,0.0,0.0,0.0
1982,MS Wade ,26,0,0,0,0,0,0,0,0,0,0,0,,AUS,,AUS,0.0,0.0,0.0,0.0
1919,H Srinivasan ,1,0,0,0,0,0,0,0,0,0,0,0,,GER,,GER,0.0,0.0,0.0,0.0
1917,ES Soto ,1,0,0,0,0,0,0,0,0,0,0,0,,CRC,,CRC,0.0,0.0,0.0,0.0
1830,Qalandar Khan ,4,0,0,0,0,0,0,0,0,0,0,0,,QAT,,QAT,0.0,0.0,0.0,0.0
1916,VS Solanki ,3,0,0,0,0,0,0,0,0,0,0,0,,ENG,,ENG,0.0,0.0,0.0,0.0
1853,ACL Richards ,1,0,0,0,0,0,0,0,0,0,0,0,,WI,,WI,0.0,0.0,0.0,0.0
1854,DM Richards ,1,0,0,0,0,0,0,0,0,0,0,0,,WI,,WI,0.0,0.0,0.0,0.0
1855,MJ Richardson ,3,0,0,0,0,0,0,0,0,0,0,0,,GER,,GER,0.0,0.0,0.0,0.0
1856,CP Rizwan ,5,0,0,0,0,0,0,0,0,0,0,0,,UAE,,UAE,0.0,0.0,0.0,0.0
1857,Rizwan Mahmood ,5,0,0,0,0,0,0,0,0,0,0,0,,DEN,,DEN,0.0,0.0,0.0,0.0
1858,BJ Rohrer ,1,0,0,0,0,0,0,0,0,0,0,0,,AUS,,AUS,0.0,0.0,0.0,0.0
1859,L Ronchi ,33,0,0,0,0,0,0,0,0,0,0,0,NZ,AUS,ICC,AUS,0.0,0.0,0.0,0.0
1860,Rony Talukdar ,1,0,0,0,0,0,0,0,0,0,0,0,,BDESH,,BDESH,0.0,0.0,0.0,0.0
1861,RR Rossouw ,15,0,0,0,0,0,0,0,0,0,0,0,,SA,,SA,0.0,0.0,0.0,0.0
1862,JJ Roy ,32,0,0,0,0,0,0,0,0,0,0,0,,ENG,,ENG,0.0,0.0,0.0,0.0
1863,JA Rudolph ,1,0,0,0,0,0,0,0,0,0,0,0,,SA,,SA,0.0,0.0,0.0,0.0
1864,RJMGM Rupasinghe ,2,0,0,0,0,0,0,0,0,0,0,0,,SL,,SL,0.0,0.0,0.0,0.0
1865,HD Rutherford ,8,0,0,0,0,0,0,0,0,0,0,0,,NZ,,NZ,0.0,0.0,0.0,0.0
1866,VM Sachdev ,2,0,0,0,0,0,0,0,0,0,0,0,,PNM,,PNM,0.0,0.0,0.0,0.0
1867,AK Sah ,1,0,0,0,0,0,0,0,0,0,0,0,,NEPAL,,NEPAL,0.0,0.0,0.0,0.0
1868,Sahibzada Farhan ,3,0,0,0,0,0,0,0,0,0,0,0,,PAK,,PAK,0.0,0.0,0.0,0.0
1869,Sajid Cheema ,5,0,0,0,0,0,0,0,0,0,0,0,,Saudi,,,0.0,0.0,0.0,0.0
1870,J Salazar ,2,0,0,0,0,0,0,0,0,0,0,0,,Peru,,,0.0,0.0,0.0,0.0
1871,Salman Butt ,24,0,0,0,0,0,0,0,0,0,0,0,,PAK,,PAK,0.0,0.0,0.0,0.0
1852,FL Reifer ,1,0,0,0,0,0,0,0,0,0,0,0,,WI,,WI,0.0,0.0,0.0,0.0
1851,Rehman Abdul ,7,0,0,0,0,0,0,0,0,0,0,0,,ITA,,ITA,0.0,0.0,0.0,0.0
1850,DJ Reekers ,6,0,0,0,0,0,0,0,0,0,0,0,,NL,,NL,0.0,0.0,0.0,0.0
1839,D Ramdin ,71,0,0,0,0,0,0,0,0,0,0,0,,WI,,WI,0.0,0.0,0.0,0.0
1831,S Qeshile ,2,0,0,0,0,0,0,0,0,0,0,0,,SA,,SA,0.0,0.0,0.0,0.0
1832,Raees Ahmadzai ,8,0,0,0,0,0,0,0,0,0,0,0,,AFG,,AFG,0.0,0.0,0.0,0.0
1833,Rafatullah Mohmand ,3,0,0,0,0,0,0,0,0,0,0,0,,PAK,,PAK,0.0,0.0,0.0,0.0
1834,AM Rahane ,20,0,0,0,0,0,0,0,0,0,0,0,,INDIA,,INDIA,0.0,0.0,0.0,0.0
1835,Rahmanullah Gurbaz ,7,0,0,0,0,0,0,0,0,0,0,0,,AFG,,AFG,0.0,0.0,0.0,0.0
1836,Rahman Ademi ,2,0,0,0,0,0,0,0,0,0,0,0,,Serb,,,0.0,0.0,0.0,0.0
1837,KL Rahul ,34,0,0,0,0,0,0,0,0,0,0,0,,INDIA,,INDIA,0.0,0.0,0.0,0.0
1838,PBB Rajapaksa ,5,0,0,0,0,0,0,0,0,0,0,0,,SL,,SL,0.0,0.0,0.0,0.0
1840,Rameez Raja ,2,0,0,0,0,0,0,0,0,0,0,0,,2) (PAK,,2) (PAK,0.0,0.0,0.0,0.0
1849,NJ Reardon ,2,0,0,0,0,0,0,0,0,0,0,0,,AUS,,AUS,0.0,0.0,0.0,0.0
1841,Rameez Shahzad ,22,0,0,0,0,0,0,0,0,0,0,0,,UAE,,UAE,0.0,0.0,0.0,0.0
1842,Aminuddin Ramly ,10,0,0,0,0,0,0,0,0,0,0,0,,MAL,,MAL,0.0,0.0,0.0,0.0
1843,DA Rankin ,2,0,0,0,0,0,0,0,0,0,0,0,,IRE,,IRE,0.0,0.0,0.0,0.0
1844,Raqibul Hasan ,5,0,0,0,0,0,0,0,0,0,0,0,,BDESH,,BDESH,0.0,0.0,0.0,0.0
1845,Ravinderpal Singh ,12,0,0,0,0,0,0,0,0,0,0,0,,CAN,,CAN,0.0,0.0,0.0,0.0
1846,AT Rayudu ,6,0,0,0,0,0,0,0,0,0,0,0,,INDIA,,INDIA,0.0,0.0,0.0,0.0
1847,Razmal Shigiwal ,4,0,0,0,0,0,0,0,0,0,0,0,,Aut,,,0.0,0.0,0.0,0.0
1848,CMW Read ,1,0,0,0,0,0,0,0,0,0,0,0,,ENG,,ENG,0.0,0.0,0.0,0.0
1872,S Samarawickrama ,7,0,0,0,0,0,0,0,0,0,0,0,,SL,,SL,0.0,0.0,0.0,0.0
1873,BA Sambo ,2,0,0,0,0,0,0,0,0,0,0,0,,Moz,,,0.0,0.0,0.0,0.0
1874,SV Samson ,1,0,0,0,0,0,0,0,0,0,0,0,,INDIA,,INDIA,0.0,0.0,0.0,0.0
1906,S Singh ,1,0,0,0,0,0,0,0,0,0,0,0,,PORT,,PORT,0.0,0.0,0.0,0.0
1898,D Sheeli ,3,0,0,0,0,0,0,0,0,0,0,0,,KUW,,KUW,0.0,0.0,0.0,0.0
1899,V Shetty ,2,0,0,0,0,0,0,0,0,0,0,0,,UAE,,UAE,0.0,0.0,0.0,0.0
1900,Shoaib Khan jnr ,4,0,0,0,0,0,0,0,0,0,0,0,,PAK,,PAK,0.0,0.0,0.0,0.0
1901,V Sibanda ,26,0,0,0,0,0,0,0,0,0,0,0,,ZIM,,ZIM,0.0,0.0,0.0,0.0
1902,Simandeep Singh ,7,0,0,0,0,0,0,0,0,0,0,0,,HKG,,HKG,0.0,0.0,0.0,0.0
1903,Simranjit Singh ,1,0,0,0,0,0,0,0,0,0,0,0,,ITA,,ITA,0.0,0.0,0.0,0.0
1904,MS Sinclair ,2,0,0,0,0,0,0,0,0,0,0,0,,NZ,,NZ,0.0,0.0,0.0,0.0
1905,H Singh ,7,0,0,0,0,0,0,0,0,0,0,0,,GER,,GER,0.0,0.0,0.0,0.0
1907,JR Singleton ,3,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0
1896,Shamsur Rahman ,9,0,0,0,0,0,0,0,0,0,0,0,,BDESH,,BDESH,0.0,0.0,0.0,0.0
1908,RM Siri ,4,0,0,0,0,0,0,0,0,0,0,0,,Arg,,,0.0,0.0,0.0,0.0
1909,CJO Smith ,8,0,0,0,0,0,0,0,0,0,0,0,,SCOT,,SCOT,0.0,0.0,0.0,0.0
1910,DS Smith ,6,0,0,0,0,0,0,0,0,0,0,0,,WI,,WI,0.0,0.0,0.0,0.0
1911,S Smith ,5,0,0,0,0,0,0,0,0,0,0,0,,BMUDA,,BMUDA,0.0,0.0,0.0,0.0
1912,SJS Smith ,5,0,0,0,0,0,0,0,0,0,0,0,,SCOT,,SCOT,0.0,0.0,0.0,0.0
1913,J Smits ,6,0,0,0,0,0,0,0,0,0,0,0,,NL,,NL,0.0,0.0,0.0,0.0
1914,S Sohal ,3,0,0,0,0,0,0,0,0,0,0,0,,USA,,USA,0.0,0.0,0.0,0.0
1915,M Sohel Patel ,2,0,0,0,0,0,0,0,0,0,0,0,,PNM,,PNM,0.0,0.0,0.0,0.0
1897,Sharjeel Khan ,15,0,0,0,0,0,0,0,0,0,0,0,,PAK,,PAK,0.0,0.0,0.0,0.0
1895,Shamsudheen Purat ,3,0,0,0,0,0,0,0,0,0,0,0,,Saudi,,,0.0,0.0,0.0,0.0
1875,R Sandaruwan ,10,0,0,0,0,0,0,0,0,0,0,0,,KUW,,KUW,0.0,0.0,0.0,0.0
1884,Shafiqullah ,46,0,0,0,0,0,0,0,0,0,0,0,,AFG,,AFG,0.0,0.0,0.0,0.0
1876,KC Sangakkara ,56,0,0,0,0,0,0,0,0,0,0,0,,SL,,SL,0.0,0.0,0.0,0.0
1877,Saqlain Haider ,6,0,0,0,0,0,0,0,0,0,0,0,,UAE,,UAE,0.0,0.0,0.0,0.0
1878,Sarfaraz Ahmed ,58,0,0,0,0,0,0,0,0,0,0,0,,PAK,,PAK,0.0,0.0,0.0,0.0
1879,A Sarma ,3,0,0,0,0,0,0,0,0,0,0,0,,GER,,GER,0.0,0.0,0.0,0.0
1880,JOP Scamans ,2,0,0,0,0,0,0,0,0,0,0,0,,Fin,,,0.0,0.0,0.0,0.0
1881,JD Schoonheim ,1,0,0,0,0,0,0,0,0,0,0,0,,NL,,NL,0.0,0.0,0.0,0.0
1882,TL Seifert ,19,0,0,0,0,0,0,0,0,0,0,0,,NZ,,NZ,0.0,0.0,0.0,0.0
1883,Shabir Noori ,1,0,0,0,0,0,0,0,0,0,0,0,,AFG,,AFG,0.0,0.0,0.0,0.0
1885,Shafiq Sharif ,10,0,0,0,0,0,0,0,0,0,0,0,,MAL,,MAL,0.0,0.0,0.0,0.0
1894,Shakeel Ansar ,2,0,0,0,0,0,0,0,0,0,0,0,,PAK,,PAK,0.0,0.0,0.0,0.0
1886,Shafraz Jaleel ,4,0,0,0,0,0,0,0,0,0,0,0,,Mald,,,0.0,0.0,0.0,0.0
1887,OA Shah ,17,0,0,0,0,0,0,0,0,0,0,0,,ENG,,ENG,0.0,0.0,0.0,0.0
1888,Shahbaz Badar ,3,0,0,0,0,0,0,0,0,0,0,0,,BAH,,BAH,0.0,0.0,0.0,0.0
1889,Shaheryar Butt ,3,0,0,0,0,0,0,0,0,0,0,0,,Belg,,,0.0,0.0,0.0,0.0
1890,Shahid Wasif ,9,0,0,0,0,0,0,0,0,0,0,0,,HKG,,HKG,0.0,0.0,0.0,0.0
1891,Shahriar Nafees ,1,0,0,0,0,0,0,0,0,0,0,0,,BDESH,,BDESH,0.0,0.0,0.0,0.0
1892,Shahzaib Hasan ,10,0,0,0,0,0,0,0,0,0,0,0,,PAK,,PAK,0.0,0.0,0.0,0.0
1893,Shaiman Anwar ,32,0,0,0,0,0,0,0,0,0,0,0,,UAE,,UAE,0.0,0.0,0.0,0.0
1653,Khushdil Shah ,1,0,0,0,0,0,0,0,0,0,0,0,,PAK,,PAK,0.0,0.0,0.0,0.0
1541,BOP Fernando ,3,0,0,0,0,0,0,0,0,0,0,0,,SL,,SL,0.0,0.0,0.0,0.0
1651,Khurram Manzoor ,3,0,0,0,0,0,0,0,0,0,0,0,,PAK,,PAK,0.0,0.0,0.0,0.0
1385,Anamul Haque ,13,0,0,0,0,0,0,0,0,0,0,0,,BDESH,,BDESH,0.0,0.0,0.0,0.0
1409,Azyan Farhath ,2,0,0,0,0,0,0,0,0,0,0,0,,Mald,,,0.0,0.0,0.0,0.0
1410,F Baaleri ,4,0,0,0,0,0,0,0,0,0,0,0,,Ghana,,,0.0,0.0,0.0,0.0
1411,SJ Baard ,13,0,0,0,0,0,0,0,0,0,0,0,,NAM,,NAM,0.0,0.0,0.0,0.0
1412,Babar Azam ,36,0,0,0,0,0,0,0,0,0,0,0,,PAK,,PAK,0.0,0.0,0.0,0.0
1413,Babar Hayat ,24,0,0,0,0,0,0,0,0,0,0,0,,HKG,,HKG,0.0,0.0,0.0,0.0
1414,S Badrinath ,1,0,0,0,0,0,0,0,0,0,0,0,,INDIA,,INDIA,0.0,0.0,0.0,0.0
1415,A Bagai ,9,0,0,0,0,0,0,0,0,0,0,0,,CAN,,CAN,0.0,0.0,0.0,0.0
1416,GJ Bailey ,30,0,0,0,0,0,0,0,0,0,0,0,,AUS,World,AUS,0.0,0.0,0.0,0.0
1417,JM Bairstow ,34,0,0,0,0,0,0,0,0,0,0,0,,ENG,,ENG,0.0,0.0,0.0,0.0
1418,R Bakum ,4,0,0,0,0,0,0,0,0,0,0,0,,Ghana,,,0.0,0.0,0.0,0.0
1419,V Balakrishnan ,3,0,0,0,0,0,0,0,0,0,0,0,,Botsw,,,0.0,0.0,0.0,0.0
1420,A Balbirnie ,37,0,0,0,0,0,0,0,0,0,0,0,,IRE,,IRE,0.0,0.0,0.0,0.0
1421,CT Bancroft ,1,0,0,0,0,0,0,0,0,0,0,0,,AUS,,AUS,0.0,0.0,0.0,0.0
1422,B Banerjee ,6,0,0,0,0,0,0,0,0,0,0,0,,Mex,,,0.0,0.0,0.0,0.0
1423,T Banton ,3,0,0,0,0,0,0,0,0,0,0,0,,ENG,,ENG,0.0,0.0,0.0,0.0
1424,AB Barath ,2,0,0,0,0,0,0,0,0,0,0,0,,WI,,WI,0.0,0.0,0.0,0.0
1425,J Barker ,4,0,0,0,0,0,0,0,0,0,0,0,,LUX,,LUX,0.0,0.0,0.0,0.0
1426,LJ Barker ,9,0,0,0,0,0,0,0,0,0,0,0,,GUE,,GUE,0.0,0.0,0.0,0.0
1427,TC Barker ,4,0,0,0,0,0,0,0,0,0,0,0,,LUX,,LUX,0.0,0.0,0.0,0.0
1408,AJ Ayannaike ,3,0,0,0,0,0,0,0,0,0,0,0,,NGA,,NGA,0.0,0.0,0.0,0.0
1407,Awais Zia ,5,0,0,0,0,0,0,0,0,0,0,0,,PAK,,PAK,0.0,0.0,0.0,0.0
1406,Awais Ahmed ,9,0,0,0,0,0,0,0,0,0,0,0,,ESP,,ESP,0.0,0.0,0.0,0.0
1395,RP Arnold ,1,0,0,0,0,0,0,0,0,0,0,0,,SL,,SL,0.0,0.0,0.0,0.0
1387,Anas Khan ,1,0,0,0,0,0,0,0,0,0,0,0,,HKG,,HKG,0.0,0.0,0.0,0.0
1388,A Anemogiannis ,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0
1389,B Angeltti ,3,0,0,0,0,0,0,0,0,0,0,0,,Arg,,,0.0,0.0,0.0,0.0
1390,Anwar Arudin ,12,0,0,0,0,0,0,0,0,0,0,0,,MAL,,MAL,0.0,0.0,0.0,0.0
1391,SE Aquilina ,4,0,0,0,0,0,0,0,0,0,0,0,,MALTA,,MALTA,0.0,0.0,0.0,0.0
1392,Areeb Quadir ,2,0,0,0,0,0,0,0,0,0,0,0,,Fin,,,0.0,0.0,0.0,0.0
1393,Z Arinaitwe ,3,0,0,0,0,0,0,0,0,0,0,0,,UGA,,UGA,0.0,0.0,0.0,0.0
1394,Aritra Dutta ,8,0,0,0,0,0,0,0,0,0,0,0,,SGP,,SGP,0.0,0.0,0.0,0.0
1396,P Arora ,2,0,0,0,0,0,0,0,0,0,0,0,,Mex,,,0.0,0.0,0.0,0.0
1405,JJ Atkinson ,13,0,0,0,0,0,0,0,0,0,0,0,,HKG,,HKG,0.0,0.0,0.0,0.0
1397,Arsalan Arif ,2,0,0,0,0,0,0,0,0,0,0,0,,Aut,,,0.0,0.0,0.0,0.0
1398,Arslan Ahmed ,3,0,0,0,0,0,0,0,0,0,0,0,,PORT,,PORT,0.0,0.0,0.0,0.0
1399,Asad Shafiq ,10,0,0,0,0,0,0,0,0,0,0,0,,PAK,,PAK,0.0,0.0,0.0,0.0
1400,Asif Ali ,25,0,0,0,0,0,0,0,0,0,0,0,,PAK,,PAK,0.0,0.0,0.0,0.0
1401,Aslam Mohammad ,3,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0
1402,SK Atai ,2,0,0,0,0,0,0,0,0,0,0,0,,PNG,,PNG,0.0,0.0,0.0,0.0
1403,MS Atapattu ,2,0,0,0,0,0,0,0,0,0,0,0,,SL,,SL,0.0,0.0,0.0,0.0
1404,S Ateak ,3,0,0,0,0,0,0,0,0,0,0,0,,Ghana,,,0.0,0.0,0.0,0.0
1428,P Baron ,5,0,0,0,0,0,0,0,0,0,0,0,,Arg,,,0.0,0.0,0.0,0.0
1429,MC Bascombe ,1,0,0,0,0,0,0,0,0,0,0,0,,WI,,WI,0.0,0.0,0.0,0.0
1430,O Bascome ,11,0,0,0,0,0,0,0,0,0,0,0,,BMUDA,,BMUDA,0.0,0.0,0.0,0.0
1462,A Bulow ,2,0,0,0,0,0,0,0,0,0,0,0,,DEN,,DEN,0.0,0.0,0.0,0.0
1454,MV Boucher ,25,0,0,0,0,0,0,0,0,0,0,0,,SA,,SA,0.0,0.0,0.0,0.0
1455,DM Bravo ,20,0,0,0,0,0,0,0,0,0,0,0,,WI,,WI,0.0,0.0,0.0,0.0
1456,JP Bray ,2,0,0,0,0,0,0,0,0,0,0,0,,IRE,,IRE,0.0,0.0,0.0,0.0
1457,NT Broom ,11,0,0,0,0,0,0,0,0,0,0,0,,NZ,,NZ,0.0,0.0,0.0,0.0
1458,DG Brownlie ,5,0,0,0,0,0,0,0,0,0,0,0,,NZ,,NZ,0.0,0.0,0.0,0.0
1459,TC Bruce ,15,0,0,0,0,0,0,0,0,0,0,0,,NZ,,NZ,0.0,0.0,0.0,0.0
1460,NB Budayair ,4,0,0,0,0,0,0,0,0,0,0,0,,NEPAL,,NEPAL,0.0,0.0,0.0,0.0
1461,DE Budge ,6,0,0,0,0,0,0,0,0,0,0,0,,SCOT,,SCOT,0.0,0.0,0.0,0.0
1463,JC Buttler ,66,0,0,0,0,0,0,0,0,0,0,0,,ENG,,ENG,0.0,0.0,0.0,0.0
1452,GH Bodi ,1,0,0,0,0,0,0,0,0,0,0,0,,SA,,SA,0.0,0.0,0.0,0.0
1464,AF Buurman ,4,0,0,0,0,0,0,0,0,0,0,0,,NL,,NL,0.0,0.0,0.0,0.0
1465,S Byrne ,2,0,0,0,0,0,0,0,0,0,0,0,,MALTA,,MALTA,0.0,0.0,0.0,0.0
1466,G Caisley ,4,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0
1467,MA Carberry ,1,0,0,0,0,0,0,0,0,0,0,0,,ENG,,ENG,0.0,0.0,0.0,0.0
1468,AT Carey ,25,0,0,0,0,0,0,0,0,0,0,0,,AUS,,AUS,0.0,0.0,0.0,0.0
1469,C Carter ,10,0,0,0,0,0,0,0,0,0,0,0,,HKG,,HKG,0.0,0.0,0.0,0.0
1470,T Caruana ,2,0,0,0,0,0,0,0,0,0,0,0,,GIBR,,GIBR,0.0,0.0,0.0,0.0
1471,D Cato ,3,0,0,0,0,0,0,0,0,0,0,0,,Caym,,,0.0,0.0,0.0,0.0
1453,LE Bosman ,14,0,0,0,0,0,0,0,0,0,0,0,,SA,,SA,0.0,0.0,0.0,0.0
1451,TA Blundell ,3,0,0,0,0,0,0,0,0,0,0,0,,NZ,,NZ,0.0,0.0,0.0,0.0
1431,OO Bascome ,3,0,0,0,0,0,0,0,0,0,0,0,,BMUDA,,BMUDA,0.0,0.0,0.0,0.0
1440,TS Bharaj ,9,0,0,0,0,0,0,0,0,0,0,0,,DEN,,DEN,0.0,0.0,0.0,0.0
1432,TC Bastiampillai ,2,0,0,0,0,0,0,0,0,0,0,0,,CAN,,CAN,0.0,0.0,0.0,0.0
1433,D Bau ,1,0,0,0,0,0,0,0,0,0,0,0,,PNG,,PNG,0.0,0.0,0.0,0.0
1434,CS Baugh ,3,0,0,0,0,0,0,0,0,0,0,0,,WI,,WI,0.0,0.0,0.0,0.0
1435,T Bavuma ,2,0,0,0,0,0,0,0,0,0,0,0,,SA,,SA,0.0,0.0,0.0,0.0
1436,IR Bell ,8,0,0,0,0,0,0,0,0,0,0,0,,ENG,,ENG,0.0,0.0,0.0,0.0
1437,A Bhagwat ,4,0,0,0,0,0,0,0,0,0,0,0,,HKG,,HKG,0.0,0.0,0.0,0.0
1438,B Bhandari ,27,0,0,0,0,0,0,0,0,0,0,0,,NEPAL,,NEPAL,0.0,0.0,0.0,0.0
1439,M Bhanuka ,2,0,0,0,0,0,0,0,0,0,0,0,,SL,,SL,0.0,0.0,0.0,0.0
1441,RA Bhatti ,4,0,0,0,0,0,0,0,0,0,0,0,,CAN,,CAN,0.0,0.0,0.0,0.0
1450,AM Blignaut ,1,0,0,0,0,0,0,0,0,0,0,0,,ZIM,,ZIM,0.0,0.0,0.0,0.0
1442,MP Biddappa ,4,0,0,0,0,0,0,0,0,0,0,0,,PHI,,PHI,0.0,0.0,0.0,0.0
1443,Bilal Ahmed ,1,0,0,0,0,0,0,0,0,0,0,0,,Serb,,,0.0,0.0,0.0,0.0
1444,Bilal Tahir ,4,0,0,0,0,0,0,0,0,0,0,0,,KUW,,KUW,0.0,0.0,0.0,0.0
1445,IS Billcliff ,2,0,0,0,0,0,0,0,0,0,0,0,,CAN,,CAN,0.0,0.0,0.0,0.0
1446,SW Billings ,26,0,0,0,0,0,0,0,0,0,0,0,,ENG,ICC,ENG,0.0,0.0,0.0,0.0
1447,K Birkenstock ,4,0,0,0,0,0,0,0,0,0,0,0,,NAM,,NAM,0.0,0.0,0.0,0.0
1448,TR Birt ,4,0,0,0,0,0,0,0,0,0,0,0,,AUS,,AUS,0.0,0.0,0.0,0.0
1449,C Bisson ,14,0,0,0,0,0,0,0,0,0,0,0,,JER,,JER,0.0,0.0,0.0,0.0
1386,Anam Mollik ,2,0,0,0,0,0,0,0,0,0,0,0,,ITA,,ITA,0.0,0.0,0.0,0.0
1384,HM Amla ,44,0,0,0,0,0,0,0,0,0,0,0,,SA,World,SA,0.0,0.0,0.0,0.0
1650,N Khosla ,4,0,0,0,0,0,0,0,0,0,0,0,,MALTA,,MALTA,0.0,0.0,0.0,0.0
1383,Amjad Khan ,4,0,0,0,0,0,0,0,0,0,0,0,,UAE,,UAE,0.0,0.0,0.0,0.0
1231,GE Kidd ,1,1,3,0,32,0,0,0,10,0,0,0,,IRE,,IRE,0.0,0.0,0.0,0.0
1232,RJ Kirtley ,1,1,1,0,17,0,0,0,17,0,0,0,,ENG,,ENG,0.0,0.0,0.0,0.0
1233,GJP Kruger ,1,1,4,0,29,0,0,0,7,0,0,0,,SA,,SA,0.0,0.0,0.0,0.0
1236,A Lagos ,1,1,2,0,13,0,0,0,6,0,0,0,,,,,0.0,0.0,0.0,0.0
1238,RN Lewis ,1,1,1,0,9,0,0,0,9,0,0,0,,WI,,WI,0.0,0.0,0.0,0.0
1239,I Lisboa ,1,1,2,0,17,0,0,0,8,0,0,0,,Chile,,,0.0,0.0,0.0,0.0
1240,AM McCarthy ,1,1,2,0,12,0,0,0,6,0,0,0,,WI,,WI,0.0,0.0,0.0,0.0
1242,Mahedi Hasan ,1,1,2,0,25,0,0,0,12,0,0,0,,BDESH,,BDESH,0.0,0.0,0.0,0.0
1246,M Markande ,1,1,4,0,31,0,0,0,7,0,0,0,,INDIA,,INDIA,0.0,0.0,0.0,0.0
1256,Mihusan Hamid ,1,1,3,0,29,0,0,0,9,0,0,0,,Mald,,,0.0,0.0,0.0,0.0
1266,Muhammad Musa ,1,1,3,0,39,0,0,0,10,0,0,0,,PAK,,PAK,0.0,0.0,0.0,0.0
1268,Muhammed Shanil ,1,1,4,0,49,0,0,0,12,0,0,0,,UAE,,UAE,0.0,0.0,0.0,0.0
1270,Muktar Ali ,1,1,2,0,17,0,0,0,8,0,0,0,,BDESH,,BDESH,0.0,0.0,0.0,0.0
1279,Nasir Aziz ,1,1,4,0,21,0,0,0,5,0,0,0,,UAE,,UAE,0.0,0.0,0.0,0.0
1281,Nawaf Ahmed ,1,1,2,0,16,0,0,0,8,0,0,0,,KUW,,KUW,0.0,0.0,0.0,0.0
1285,A Nortje ,1,1,3,0,27,0,0,0,9,0,0,0,,SA,,SA,0.0,0.0,0.0,0.0
1289,A Orfila ,1,1,1,0,7,0,0,0,7,0,0,0,,GIBR,,GIBR,0.0,0.0,0.0,0.0
1296,V Permaul ,1,1,0,0,8,0,0,0,16,0,0,0,,WI,,WI,0.0,0.0,0.0,0.0
1299,KTGD Prasad ,1,1,3,0,37,0,0,0,12,0,0,0,,SL,,SL,0.0,0.0,0.0,0.0
1228,M Kartik ,1,1,4,0,27,0,0,0,6,0,0,0,,INDIA,,INDIA,0.0,0.0,0.0,0.0
1225,TP Kamungozi ,1,1,2,0,17,0,0,0,8,0,0,0,,ZIM,,ZIM,0.0,0.0,0.0,0.0
1210,Ibrahim Khan ,1,1,2,0,17,0,0,0,8,0,0,0,,Saudi,,,0.0,0.0,0.0,0.0
1170,DE Bernard ,1,1,4,0,17,0,0,0,4,0,0,0,,WI,,WI,0.0,0.0,0.0,0.0
1141,Abdullah Mahmood ,1,1,1,0,9,0,0,0,9,0,0,0,,DEN,,DEN,0.0,0.0,0.0,0.0
1143,Abdur Rauf ,1,1,3,0,21,0,0,0,7,0,0,0,,PAK,,PAK,0.0,0.0,0.0,0.0
1145,RA Abolarin ,1,1,0,0,7,0,0,0,10,0,0,0,,NGA,,NGA,0.0,0.0,0.0,0.0
1159,Arsalan Qadir ,1,1,1,0,12,0,0,0,12,0,0,0,,CAN,,CAN,0.0,0.0,0.0,0.0
1163,Atif Ali Khan ,1,1,4,0,43,0,0,0,10,0,0,0,,UAE,,UAE,0.0,0.0,0.0,0.0
1164,Avi Dixit ,1,1,1,0,15,0,0,0,15,0,0,0,,SGP,,SGP,0.0,0.0,0.0,0.0
1167,KMC Bandara ,1,1,1,0,11,0,0,0,11,0,0,0,,SL,,SL,0.0,0.0,0.0,0.0
1169,GJ Batty ,1,1,3,0,17,0,0,0,5,0,0,0,,ENG,,ENG,0.0,0.0,0.0,0.0
1176,IDR Bradshaw ,1,1,4,0,22,0,0,0,5,0,0,0,,WI,,WI,0.0,0.0,0.0,0.0
1207,KC Hodsoll ,1,1,1,0,8,0,0,0,8,0,0,0,,BMUDA,,BMUDA,0.0,0.0,0.0,0.0
1178,DK Butler ,1,1,3,0,22,0,0,0,7,0,0,0,,WI,,WI,0.0,0.0,0.0,0.0
1187,BJ Diamanti ,1,1,2,0,19,0,0,0,9,0,0,0,,NZ,,NZ,0.0,0.0,0.0,0.0
1192,PS Eaglestone ,1,1,2,0,16,0,0,0,8,0,0,0,,IRE,,IRE,0.0,0.0,0.0,0.0
1195,Fazal Niazai ,1,1,1,0,13,0,0,0,13,0,0,0,,AFG,,AFG,0.0,0.0,0.0,0.0
